	ID	NAME	ALT_NAME	ADDRESS	ZIP	TELEPHONE	STATUS	POPULATION	SOURCE	SOURCEDATE	WEBSITE	BEDS	TRAUMA	HELIPAD
1740	11053581	RICHLAND HSPTL	NOT AVAILABLE	333 E SECOND ST	53581	(608) 647-6321	OPEN	25	https://www.dhs.wisconsin.gov/guide/hospital.htm	2019/08/13 00:00:00	http://www.richlandhospital.com	25	NOT AVAILABLE	Y
1741	13853095	ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND INC	NOT AVAILABLE	3200 PLEASANT VALLEY ROAD	53095	(262) 334-5533	OPEN	70	https://www.dhs.wisconsin.gov/guide/hospital.htm	2019/08/13 00:00:00	http://www.stjosephswbclinic.com	70	LEVEL III	Y
1742	14854984	THEDACARE MEDICAL CENTER WILD ROSE COM MEM HOSPITAL INC	NOT AVAILABLE	601 GROVE AVE, PO BOX 243	54984	(920) 622-3257	OPEN	25	https://www.dhs.wisconsin.gov/guide/hospital.htm	2019/08/13 00:00:00	http://www.wildrosehospital.org	25	LEVEL IV	Y
1743	72091763	MONTCLAIR HOSPITAL MEDICAL CENTER	NOT AVAILABLE	5000 SAN BERNARDINO STREET	91763	NOT AVAILABLE	OPEN	102	http://www.oshpd.ca.gov/hid/facility-listing.html	2019/08/02 00:00:00	http://www.montclair-hospital.org/	102	NOT AVAILABLE	N
1744	73491208	USC VERDUGO HILLS HOSPITAL	NOT AVAILABLE	1812 VERDUGO BOULEVARD	91208	(818) 790-7100	OPEN	158	http://www.oshpd.ca.gov/hid/facility-listing.html	2019/08/02 00:00:00	http://uscvhh.org/	158	NOT AVAILABLE	Y
1745	82830342	CHILDRENS HEALTHCARE OF ATLANTA AT SCOTTISH RITE	NOT AVAILABLE	1001 JOHNSON FERRY RD	30342	(404) 785-5437	OPEN	250	http://www.gamap2care.info/	2019/08/09 00:00:00	http://www.choa.org/	319	LEVEL II PEDIATRIC	Y
1746	83030033	EMORY DECATUR HOSPITAL	NOT AVAILABLE	2701 N DECATUR ROAD	30033	(404) 501-1000	OPEN	451	http://www.gamap2care.info/	2019/08/09 00:00:00	http://www.dekalbmedical.org/	451	NOT AVAILABLE	N
1747	17953223	ROGERS MEMORIAL HOSPITAL BROWN DEER	NOT AVAILABLE	4600 W SCHROEDER DRIVE	53223	(414) 865-2500	OPEN	56	https://www.dhs.wisconsin.gov/guide/hospital.htm	2019/08/13 00:00:00	https://rogershospital.org/locations/brown-deer	56	NOT AVAILABLE	N
1748	58893555	RIDGECREST REGIONAL HOSPITAL TRANSITIONAL CARE & REHABILITATION	NOT AVAILABLE	1131 NO. CHINA LAKE BOULEVARD	93555	NOT AVAILABLE	OPEN	99	http://www.oshpd.ca.gov/hid/facility-listing.html	2019/08/02 00:00:00	http://rrh.org/hospital-services/tcru/	99	NOT AVAILABLE	Y
1749	620010	MEDSTAR WASHINGTON HOSPITAL CENTER	NOT AVAILABLE	110 IRVING STREET NW	20010	NOT AVAILABLE	OPEN	926	http://doh.dc.gov/node/173192	2019/08/14 00:00:00	http://www.whcenter.org/	926	LEVEL I	Y
1750	1220037	GEORGE WASHINGTON UNIVERSITY HOSPITAL	NOT AVAILABLE	900 23RD STREET NW	20037	NOT AVAILABLE	OPEN	339	http://doh.dc.gov/node/173192	2019/08/14 00:00:00	http://gwhospital.com/	339	LEVEL I	N
1751	12554843	HAYWARD AREA MEMORIAL HOSPITAL	NOT AVAILABLE	11040 N STATE RD 77	54843	(715) 934-4321	OPEN	25	https://www.dhs.wisconsin.gov/guide/hospital.htm	2019/08/13 00:00:00	http://www.hamhnh.com	25	NOT AVAILABLE	Y
1752	35733472	BETHESDA HOSPITAL WEST	NOT AVAILABLE	9655 W BOYNTON BEACH BLVD	33472	(561) 737-7733	OPEN	401	http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx	2019/08/15 00:00:00	http://www.bethesdawest.org/	401	NOT AVAILABLE	Y
1753	4134601	BAYFRONT HEALTH BROOKSVILLE	NOT AVAILABLE	17240 CORTEZ BLVD	34601	(352) 796-5111	OPEN	120	http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx	2019/08/15 00:00:00	www.bayfrontbrooksville.com	120	NOT AVAILABLE	Y
1754	44332542	96TH MEDICAL GROUP-EGLIN HOSPITAL	NOT AVAILABLE	307 BOATNER RD	32542	(850) 883-8600	OPEN	-999	http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx	2019/08/15 00:00:00	http://www.eglin.af.mil/units/eglinhospital.asp	-999	NOT AVAILABLE	Y
1755	12580129	CHILDRENS HOSPITAL COLORADO SOUTH CAMPUS	NOT AVAILABLE	1811 PLAZA DRIVE	80129	(720) 777-9400	OPEN	16	http://www.hfemsd2.dphe.state.co.us/hfd2003/homebase.aspx?ftype=hospital&do=list	2019/08/13 00:00:00	http://www.childrenscolorado.org/about/locations/highlands-ranch	16	NOT AVAILABLE	Y
1756	30133012	LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS	NOT AVAILABLE	1475 W 49TH ST	33012	(305) 558-2500	OPEN	247	http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx	2019/08/15 00:00:00	http://www.psghosp.com	247	NOT AVAILABLE	N
1757	35332209	UF HEALTH JACKSONVILLE	NOT AVAILABLE	655 W 8TH ST	32209	(904) 244-0411	OPEN	603	http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx	2019/08/15 00:00:00	http://ufhealthjax.org/	603	LEVEL I	Y
1758	22634748	LEESBURG REHABILITATION HOSPITAL	NOT AVAILABLE	700 N PALMETTO ST	34748	(352) 323-5695	OPEN	90	http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx	2019/08/15 00:00:00	http://www.cfhalliance.org/services-rehab-acute.html	90	NOT AVAILABLE	N
1759	10202135	FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER	NOT AVAILABLE	30 WARREN STREET	2135	(617) 254-3800	OPEN	112	http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/	2019/08/16 00:00:00	http://franciscanchildrens.org/	112	NOT AVAILABLE	N
1760	92151334	AVERA HOLY FAMILY HOSPITAL	NOT AVAILABLE	826 NORTH 8TH STREET	51334	(712) 362-2631	OPEN	25	https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do	2019/08/09 00:00:00	http://www.avera-holyfamily.org	25	LEVEL IV	Y
1761	93052040	MERCY MEDICAL CENTER-DYERSVILLE	NOT AVAILABLE	1111 3RD STREET SW	52040	(563) 875-7101	OPEN	25	https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do	2019/08/09 00:00:00	http://www.mercydubuque.com/mercy-dyersville	25	LEVEL IV	Y
1762	93950616	FLOYD COUNTY MEMORIAL HOSPITAL	NOT AVAILABLE	800 11TH ST	50616	(641) 228-6830	OPEN	25	https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do	2019/08/09 00:00:00	http://www.fcmc.us.com/	25	LEVEL IV	Y
1763	21532808	ASPIRE HEALTH PARTNERS INC	NOT AVAILABLE	1800 MERCY DR	32808	(407) 875-3700	OPEN	90	http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx	2019/08/15 00:00:00	http://aspirehealthpartners.com/	90	NOT AVAILABLE	Y
1764	6333950	BAYFRONT HEALTH PUNTA GORDA	NOT AVAILABLE	809 E MARION AVE	33950	(941) 637-3128	OPEN	280	http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx	2019/08/15 00:00:00	http://www.rmchealth.com	280	NOT AVAILABLE	Y
1765	36533578	ST JOSEPH'S HOSPITAL SOUTH	NOT AVAILABLE	6901 SIMMONS LOOP	33578	(813) 302-8001	OPEN	114	http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx	2019/08/15 00:00:00	https://www.baycare.org/sjhs	114	NOT AVAILABLE	Y
1766	36833544	ADVENTHEALTH WESLEY CHAPEL	NOT AVAILABLE	2600 BRUCE B DOWNS BLVD	33544	(813) 929-5000	OPEN	145	http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx	2019/08/15 00:00:00	https://www.floridahospital.com/wesley-chapel	145	NOT AVAILABLE	Y
1767	41233136	UNIVERSITY OF MIAMI HOSPITAL AND CLINICS	NOT AVAILABLE	1475 NW 12TH AVE	33136	(305) 243-1000	OPEN	40	http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx	2019/08/15 00:00:00	http://www.uhealthsystem.com	40	NOT AVAILABLE	Y
1768	36933543	NORTH TAMPA BEHAVIORAL HEALTH	NOT AVAILABLE	29910 SR 56	33543	(813) 333-0000	OPEN	126	http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx	2019/08/15 00:00:00	http://www.northtampabehavioralhealth.com/	126	NOT AVAILABLE	N
1769	32533880	WINTER HAVEN WOMEN'S HOSPITAL	NOT AVAILABLE	101 AVE O SE	33880	(863) 294-7010	OPEN	61	http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx	2019/08/15 00:00:00	http://www.winterhavenhospital.org/facilities/rcwi/	61	NOT AVAILABLE	N
1770	13652627	FORT MADISON COMMUNITY HOSPITAL	NOT AVAILABLE	5445 AVENUE O	52627	(319) 372-6530	OPEN	50	https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do	2019/08/09 00:00:00	http://www.fmchosp.com	50	LEVEL III	Y
1771	7250201	STORY COUNTY HOSPITAL NORTH	NOT AVAILABLE	640 6TH STREET	50201	(515) 382-2111	OPEN	17	https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do	2019/08/09 00:00:00	http://www.storymedical.org	17	NOT AVAILABLE	N
1772	6150248	STORY CITY MEMORIAL HOSPITAL	NOT AVAILABLE	812 ELM AVENUE	50248	(515) 733-5121	CLOSED	25	ftp://ftp.igsb.uiowa.edu/gis_library/ia_state/infrastructure/	2012/06/05 00:00:00	NOT AVAILABLE	25	NOT AVAILABLE	N
1773	4850501	TRINITY REGIONAL HOSPITAL	NOT AVAILABLE	802 SOUTH KENYON ROAD	50501	(515) 573-3101	OPEN	200	https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do	2019/08/09 00:00:00	http://www.unitypoint.org/fortdodge/default.aspx	200	LEVEL III	Y
1774	94650126	HANSEN FAMILY HOSPITAL	NOT AVAILABLE	920 SOUTH OAK STREET	50126	(641) 648-4631	OPEN	35	https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do	2019/08/09 00:00:00	http://www.hansenfamilyhospital.com/	35	NOT AVAILABLE	Y
1775	95052205	JONES REGIONAL MEDICAL CENTER	NOT AVAILABLE	1795 HIGHWAY 64 EAST	52205	(319) 462-6131	OPEN	22	https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do	2019/08/09 00:00:00	NOT AVAILABLE	22	LEVEL IV	Y
1776	10450219	PELLA REGIONAL HEALTH CENTER	NOT AVAILABLE	404 JEFFERSON STREET	50219	(641) 628-3150	OPEN	25	https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do	2019/08/09 00:00:00	http://www.pellahealth.org	25	LEVEL III	Y
1777	17351250	SIOUX CENTER HEALTH	NOT AVAILABLE	1101 9TH ST SE	51250	(712) 722-8107	OPEN	21	https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do	2019/08/09 00:00:00	http://siouxcenterhealth.org/	21	NOT AVAILABLE	Y
1778	1783276	CARIBOU MEMORIAL HOSPITAL AND LIVING CENTER	NOT AVAILABLE	300 SOUTH THIRD WEST	83276	(208) 547-3341	OPEN	25	http://healthandwelfare.idaho.gov/portals/0/medical/licensingcertification/alphahospital.pdf	2019/08/09 00:00:00	http://www.cariboumemorial.org	25	NOT AVAILABLE	Y
1779	155983647	ST. LUKE'S ELMORE	NOT AVAILABLE	895 NORTH 6TH EAST	83647	(208) 587-8401	OPEN	25	http://healthandwelfare.idaho.gov/portals/0/medical/licensingcertification/alphahospital.pdf	2019/08/09 00:00:00	https://www.stlukesonline.org/communities-and-locations/facilities/hospitals-and-medical-centers/st-lukes-elmore-medical-center	25	NOT AVAILABLE	Y
1780	9547303	MERIDIAN SERVICES CORP	NOT AVAILABLE	2401 W UNIVERSITY AVE	47303	(765) 751-5377	OPEN	16	http://www.in.gov/isdh/reports/qamis/hosdir	2019/08/16 00:00:00	http://www.meridianhs.org	16	NOT AVAILABLE	Y
1781	11002138	SPAULDING HOSPITAL FOR CONTINUING MED CARE CAMBRIDGE	NOT AVAILABLE	1575 CAMBRIDGE STREET	2138	(617) 876-4344	OPEN	180	http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/	2019/08/16 00:00:00	http://spauldingrehab.org/locations/cambridge-ma/	180	NOT AVAILABLE	N
1782	13501085	WESTERN MASSACHUSETTS HOSPITAL	NOT AVAILABLE	91 EAST MOUNTAIN RD	1085	(413) 562-4131	OPEN	100	http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/	2019/08/16 00:00:00	http://www.mass.gov/eohhs/gov/departments/dph/programs/hospitals/western-massachusetts-hospital.html	100	NOT AVAILABLE	N
1783	3267526	ELLINWOOD DISTRICT HOSPITAL	GREAT PLAINS HEALTH ALLIANCE INC	605 N MAIN STREET	67526	(620) 564-2548	OPEN	25	http://www.kdheks.gov/bhfr/fac_list/	2019/08/16 00:00:00	http://www.ellinwood.org	25	NOT AVAILABLE	Y
1784	5766439	HORTON COMMUNITY HOSPITAL	NORTHEAST KANSAS CENTER FOR HEALTH & WELLNESS	240 WEST 18TH STREET	66439	(785) 486-2642	OPEN	25	http://www.kdheks.gov/bhfr/fac_list/	2019/08/16 00:00:00	http://www.horton-hospital.com	25	NOT AVAILABLE	N
1785	7467068	KINGMAN COMMUNITY HOSPITAL	NINNESCAH VALLEY HEALTH SYSTEMS INC	750 W AVE D	67068	(620) 532-3147	OPEN	25	http://www.kdheks.gov/bhfr/fac_list/	2019/08/16 00:00:00	http://www.kchks.com	25	LEVEL IV	Y
1786	6766112	SELECT SPECIALTY HOSPITAL OF KS CITY	SELECT SPECIALTY HOSPITAL KANSAS CITY INC	1731 NORTH 90TH STREET	66112	(913) 596-7220	OPEN	40	http://www.kdheks.gov/bhfr/fac_list/	2019/08/16 00:00:00	http://www.selectspecialtyhospitals.com	40	NOT AVAILABLE	Y
1787	6067951	STEVENS COUNTY HOSPITAL	STEVENS COUNTY HOSPITAL	1006 S JACKSON	67951	(620) 544-6178	OPEN	100	http://www.kdheks.gov/bhfr/fac_list/	2019/08/16 00:00:00	http://www.healthcarefor the heartland.org	100	NOT AVAILABLE	N
1788	1167042	SUSAN B ALLEN MEMORIAL HOSPITAL	SUSAN B ALLEN MEM HOSPITAL	720 W CENTRAL ST	67042	(316) 321-3300	OPEN	68	http://www.kdheks.gov/bhfr/fac_list/	2019/08/16 00:00:00	http://www.sbamh.com	68	NOT AVAILABLE	N
1789	921287	JOHNS HOPKINS HOSPITAL	NOT AVAILABLE	600 NORTH WOLFE STREET	21287	(410) 955-9540	OPEN	951	http://dhmh.maryland.gov/ohcq/pages/licensee-directory.aspx	2019/08/09 00:00:00	http://www.hopkinsmedicine.org	951	LEVEL I, LEVEL PEDIATRIC	Y
1790	771832	DE QUEEN MEDICAL CENTER	NOT AVAILABLE	1306 WEST COLLIN RAYE DRIVE	71832	(870) 642-7572	OPEN	35	http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx	2019/08/08 00:00:00	http://www.dequeenhospital.com	35	NOT AVAILABLE	Y
1791	8272923	VALLEY BEHAVIORAL HEALTH SYSTEM	NOT AVAILABLE	10301 MAYO ROAD	72923	(479) 494-5700	OPEN	75	http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx	2019/08/08 00:00:00	http://www.vistahealthservices.com	75	NOT AVAILABLE	N
1792	6054221	HOLY FAMILY MEMORIAL INC	NOT AVAILABLE	2300 WESTERN AVE, PO BOX 1450	54221	(920) 320-2011	OPEN	167	https://www.dhs.wisconsin.gov/guide/hospital.htm	2019/08/13 00:00:00	http://www.hfmhealth.org	167	LEVEL III	Y
1793	8172019	RIVENDELL BEHAVIORAL HEALTH SERVICES	NOT AVAILABLE	100 RIVENDELL DRIVE	72019	(501) 316-1255	OPEN	77	http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx	2019/08/08 00:00:00	http://www.rivendellofarkansas.com	77	NOT AVAILABLE	N
1794	3472401	ST. BERNARDS BEHAVIORAL HEALTH	NOT AVAILABLE	2712 EAST JOHNSON AVENUE	72401	(870) 932-2800	OPEN	60	http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx	2019/08/08 00:00:00	http://www.sbrmc.com/	60	NOT AVAILABLE	N
1795	3672401	ST. BERNARDS MEDICAL CENTER	NOT AVAILABLE	225 EAST JACKSON AVENUE	72401	(870) 972-4100	OPEN	378	http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx	2019/08/08 00:00:00	http://www.sbrmc.com/	378	LEVEL III	Y
1796	971635	ASHLEY COUNTY MEDICAL CENTER	NOT AVAILABLE	1015 UNITY ROAD	71635	(870) 364-4111	OPEN	33	http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx	2019/08/08 00:00:00	http://www.acmconline.org	33	LEVEL IV	Y
1797	5272315	GREAT RIVER MEDICAL CENTER	NOT AVAILABLE	1520 NORTH DIVISION STREET	72315	(870) 838-7300	OPEN	168	http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx	2019/08/08 00:00:00	http://www.mchsys.org/getpage.php?name=greatriver	168	LEVEL IV	Y
1798	5600000	NATIONAL PARK MEDICAL CENTER	NOT AVAILABLE	1910 MALVERN AVENUE	71901	(501) 321-1000	OPEN	166	http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx	2019/08/08 00:00:00	http://www.nationalparkmedical.com	166	NOT AVAILABLE	Y
1799	9154568	HOWARD YOUNG MED CTR	NOT AVAILABLE	240 MAPLE ST, PO BOX 470	54568	(715) 356-8000	OPEN	99	https://www.dhs.wisconsin.gov/guide/hospital.htm	2019/08/13 00:00:00	http://www.ministryhealth.org	99	NOT AVAILABLE	Y
1800	4071822	LITTLE RIVER MEMORIAL HOSPITAL	NOT AVAILABLE	451 WEST LOCKE STREET	71822	(870) 898-5011	OPEN	25	http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx	2019/08/08 00:00:00	http://littlerivercounty.org/index.php/component/contact/34-hospital/98-little-river-memorial-hospital	25	NOT AVAILABLE	N
1801	150654154	HSHS ST CLARE MEMORIAL HOSPITAL	COMMUNITY MEMORIAL HOSPITAL	855 S MAIN ST	54154	(920) 846-3444	OPEN	25	https://www.dhs.wisconsin.gov/guide/hospital.htm	2019/08/13 00:00:00	http://www.stclarememorial.org/	25	LEVEL III	N
1802	13772903	MERCY ORTHOPEDIC HOSPITAL FORT SMITH	NOT AVAILABLE	3601 SOUTH 79TH STREET	72903	(479) 314-6000	OPEN	24	http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx	2019/08/08 00:00:00	https://www.mercy.net/practice/mercy-orthopedic-hospital-fort-smith	24	NOT AVAILABLE	N
1803	6285741	NORTHWEST MED CENTER	NOT AVAILABLE	6200 N LACHOLLA BLVD	85741	(520) 469-8100	OPEN	295	http://www.azdhs.gov/als/databases/	2019/08/11 00:00:00	http://www.northwestmedicalcenter.com	295	NOT AVAILABLE	Y
1804	7742041	PARKWAY REGIONAL HOSPITAL	NOT AVAILABLE	2000 HOLIDAY LANE	42041	(270) 472-2522	CLOSED	70	http://chfs.ky.gov/os/oig/directories.htm	2012/08/01 00:00:00	http://www.parkwayregionalhospital.com	70	NOT AVAILABLE	Y
1805	3042701	HARDIN MEMORIAL HOSPITAL	NOT AVAILABLE	913 N DIXIE AVENUE	42701	(270) 706-1212	OPEN	285	https://chfs.ky.gov/agencies/os/oig/dhc/documents/directories/hospital_directory.pdf	2019/08/11 00:00:00	http://www.hmh.net/hmhwebsite/location.aspx?pageid=4	285	NOT AVAILABLE	Y
1806	3541017	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NORTHERN KENTUCKY	NOT AVAILABLE	201 MEDICAL VILLAGE DRIVE	41017	(859) 341-2044	OPEN	40	https://chfs.ky.gov/agencies/os/oig/dhc/documents/directories/hospital_directory.pdf	2019/08/11 00:00:00	http://www.healthsouthkentucky.com	51	NOT AVAILABLE	N
1807	7242347	OHIO COUNTY HOSPITAL	NOT AVAILABLE	1211 OLD MAIN ST.	42347	(270) 298-7411	OPEN	25	https://chfs.ky.gov/agencies/os/oig/dhc/documents/directories/hospital_directory.pdf	2019/08/11 00:00:00	http://www.ohiocountyhospital.com	25	NOT AVAILABLE	N
1808	61672703	NORTHWEST HEALTH PHYSICIANS' SPECIALTY HOSPITAL	NOT AVAILABLE	3873 NORTH PARKVIEW DRIVE	72703	(479) 571-7002	OPEN	-999	http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx	2019/08/08 00:00:00	NOT AVAILABLE	20	NOT AVAILABLE	N
1809	8381050	ARKANSAS VALLEY REGIONAL MEDICAL CENTER	NOT AVAILABLE	1100 CARSON AVENUE	81050	(719) 383-6000	OPEN	78	http://www.hfemsd2.dphe.state.co.us/hfd2003/homebase.aspx?ftype=hospital&do=list	2019/08/13 00:00:00	www.avrmc.org	78	LEVEL IV	Y
1810	155080909	UNIVERSITY OF COLORADO HEALTH AT MEMORIAL HOSPITAL CENTRAL	NOT AVAILABLE	1400 E BOULDER ST	80909	(719) 365-5000	CLOSED	583	http://www.hfemsd2.dphe.state.co.us/hfd2003/homebase.aspx?ftype=hospital&do=list	2016/07/10 00:00:00	NOT AVAILABLE	583	LEVEL I	Y
1811	9902478	MCLEAN HOSPITAL CORPORATION	NOT AVAILABLE	115 MILL STREET	2478	(617) 855-2000	OPEN	294	http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/	2019/08/16 00:00:00	http://www.mcleanhospital.org/	294	NOT AVAILABLE	N
1812	11102021	PAPPAS REHABILITATION HOSPITAL FOR CHILDREN	MASSACHUSETTS HOSPITAL SCHOOL	3 RANDOLPH STREET	2021	(781) 828-2440	OPEN	-999	http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/	2019/08/16 00:00:00	http://www.mass.gov/eohhs/gov/departments/dph/programs/hospitals/mass-hospital-school.html	-999	NOT AVAILABLE	N
1813	103221207	UNIV OF MD REHABILITATION & ORTHOPAEDIC INSTITUTE	KERNAN HOSPITAL	2200 KERNAN DRIVE	21207	(410) 448-6701	OPEN	-999	http://dhmh.maryland.gov/ohcq/pages/licensee-directory.aspx	2019/08/09 00:00:00	http://umrehabortho.org/	138	NOT AVAILABLE	N
1814	103921014	UNIVERSITY OF M D UPPER CHESAPEAKE MEDICAL CENTER	UPPER CHESAPEAKE MEDICAL CENTER	500 UPPER CHESAPEAKE DRIVE	21014	(443) 643-3303	OPEN	170	http://dhmh.maryland.gov/ohcq/pages/licensee-directory.aspx	2019/08/09 00:00:00	http://www.uchs.org	170	NOT AVAILABLE	Y
1815	3221817	EDWARD MCCREADY MEMORIAL HOSPITAL	NOT AVAILABLE	201 HALL HIGHWAY	21817	(410) 726-9496	OPEN	89	http://dhmh.maryland.gov/ohcq/pages/licensee-directory.aspx	2019/08/09 00:00:00	http://www.mccreadyfoundation.org	89	NOT AVAILABLE	Y
1816	4021801	ENCOMPASS HEALTH REHAB HOSPITAL OF SALISBURY	NOT AVAILABLE	220 TILGHMAN ROAD	21801	(410) 546-4600	OPEN	54	http://dhmh.maryland.gov/ohcq/pages/licensee-directory.aspx	2019/08/09 00:00:00	http://www.healthsouthchesapeake.com	54	NOT AVAILABLE	N
1817	3704101	NORTHERN LIGHT HEALTH	NOT AVAILABLE	144 STATE STREET	4101	(207) 879-3000	OPEN	230	https://gateway.maine.gov/dhhs-apps/aspen/facility_list.asp	2019/08/13 00:00:00	http://www.mercyhospitalstories.org/cms/	230	NOT AVAILABLE	N
1818	7749037	VA MEDICAL CENTER - BATTLE CREEK	NOT AVAILABLE	5500 ARMSRTONG RD	49037	(269) 966-5600	OPEN	-999	https://www.va.gov/directory/guide/allstate.asp	2019/09/26 00:00:00	http://www.battlecreek.va.gov/	-999	NOT AVAILABLE	N
1819	8448884	SHERIDAN COMMUNITY HOSPITAL	NOT AVAILABLE	301 N MAIN ST	48884	NOT AVAILABLE	OPEN	22	https://w2.lara.state.mi.us/val/license/search	2019/08/09 00:00:00	http://www.sheridanhospital.com	22	NOT AVAILABLE	Y
1820	7549781	MACKINAC STRAITS HOSPITAL AND HEALTH CENTER	NOT AVAILABLE	1140 N STATE STREET	49781	NOT AVAILABLE	OPEN	15	https://w2.lara.state.mi.us/val/license/search	2019/08/09 00:00:00	http://www.mshosp.org	15	NOT AVAILABLE	N
1821	6949221	PROMEDICA BIXBY HOSPITAL	NOT AVAILABLE	818 RIVERSIDE AVENUE	49221	NOT AVAILABLE	OPEN	88	https://w2.lara.state.mi.us/val/license/search	2019/08/09 00:00:00	http://www.promedica.org	88	NOT AVAILABLE	Y
1822	2548915	SPARROW HEALTH SYSTEM-ST LAWRENCE CAMPUS	NOT AVAILABLE	1210 W SAGINAW	48915	NOT AVAILABLE	OPEN	50	https://w2.lara.state.mi.us/val/license/search	2019/08/09 00:00:00	http://www.sparrow.org/?id=528&sid=1	50	NOT AVAILABLE	N
1823	1748658	ASCENSION STANDISH COMMUNITY HOSPITAL	NOT AVAILABLE	805 W CEDAR ST	48658	NOT AVAILABLE	OPEN	25	https://w2.lara.state.mi.us/val/license/search	2019/08/09 00:00:00	http://www.stmarysofmichigan.org/standish	25	NOT AVAILABLE	Y
1824	11749417	NORTH OTTAWA COMMUNITY HOSPITAL	NOT AVAILABLE	1309 SHELDON RD	49417	NOT AVAILABLE	OPEN	81	https://w2.lara.state.mi.us/val/license/search	2019/08/09 00:00:00	http://www.noch.org	81	NOT AVAILABLE	Y
1825	9848033	STRAITH HOSPITAL FOR SPECIAL SURGERY	NOT AVAILABLE	23901 LAHSER	48033	NOT AVAILABLE	OPEN	34	https://w2.lara.state.mi.us/val/license/search	2019/08/09 00:00:00	http://straith.org/	34	NOT AVAILABLE	N
1826	10848075	OAKLAND REGIONAL HOSPITAL	NOT AVAILABLE	22401 FOSTER WINTER DRIVE	48075	NOT AVAILABLE	OPEN	45	https://w2.lara.state.mi.us/val/license/search	2019/08/09 00:00:00	http://www.oaklandregionalhospital.com	45	NOT AVAILABLE	Y
1827	2749085	LAKELAND HOSPITAL, ST JOSEPH	NOT AVAILABLE	1234 NAPIER AVENUE	49085	NOT AVAILABLE	OPEN	215	https://w2.lara.state.mi.us/val/license/search	2019/08/09 00:00:00	http://www.lakelandhealth.org	215	NOT AVAILABLE	Y
1828	3149120	LAKELAND HOSPITAL, NILES	NOT AVAILABLE	31 NORTH ST JOSEPH AVE	49120	NOT AVAILABLE	OPEN	76	https://w2.lara.state.mi.us/val/license/search	2019/08/09 00:00:00	http://www.lakelandhealth.org/	76	NOT AVAILABLE	N
1829	3349036	COMMUNITY HEALTH CENTER OF BRANCH COUNTY	NOT AVAILABLE	274 E CHICAGO ST	49036	NOT AVAILABLE	OPEN	96	https://w2.lara.state.mi.us/val/license/search	2019/08/09 00:00:00	http://www.chcbc.com	96	NOT AVAILABLE	Y
